Flow Size,fecmp,letflow,conweave
1.8K,9.14858,9.08497,4.23756
3.5K,9.26255,9.02118,4.20708
4.6K,9.36519,9.16513,4.0502
5.5K,9.0591,8.91418,4.13747
6.3K,9.11234,8.59706,4.00851
7.2K,9.05049,9.0749,4.20314
8.6K,8.66492,9.04724,4.06075
16K,8.35675,8.34485,3.97927
31K,7.8802,8.01611,4.04957
2.0M,17.9645,18.3936,9.80762
