Flow Size,fecmp,letflow,conweave
1.8K,4.81064,4.93461,2.94415
3.5K,4.72413,4.74248,3.01245
4.6K,4.59671,5.02662,2.92485
5.5K,4.84988,4.84638,3.02423
6.3K,4.61428,5.01198,3.03333
7.2K,4.7824,4.83525,3.01438
8.6K,4.75549,4.94358,2.95694
16K,4.60975,4.76285,3.07874
31K,4.42785,4.42804,3.08203
2.0M,16.3027,17.1327,7.95828
