Flow Size,fecmp,letflow,conweave
1.8K,37.4198,33.1451,9.06311
3.5K,38.2411,32.2872,8.71776
4.6K,36.5661,33.065,8.77097
5.5K,38.5346,32.8951,8.6193
6.3K,38.1514,33.2473,8.72478
7.2K,38.1222,32.0377,8.59735
8.6K,37.9851,31.5616,8.64926
16K,37.105,31.0393,8.43277
31K,33.8903,28.046,7.76148
2.0M,70.536,68.0408,19.5761
