Flow Size,fecmp,letflow,conweave
1.8K,16.0605,12.9191,4.91885
3.5K,15.6067,12.8092,4.96451
4.6K,15.477,12.9738,4.80207
5.5K,15.4219,13.158,4.78912
6.3K,14.9242,12.9076,4.99195
7.2K,14.9077,12.7468,4.84182
8.6K,15.1375,12.8741,4.99955
16K,14.5319,12.5415,4.86066
31K,13.6015,11.4038,4.83708
2.0M,61.3266,58.2299,15.128
