Flow Size,fecmp,letflow,conweave
1.8K,2.08765,2.08261,1.79896
3.5K,2.06911,2.11814,1.82332
4.6K,2.11313,2.11194,1.76568
5.5K,2.11174,2.11647,1.84776
6.3K,2.08812,2.121,1.84622
7.2K,2.12761,2.14154,1.81328
8.6K,2.14087,2.10028,1.80711
16K,2.1045,2.13775,1.88006
31K,2.15039,2.15822,1.96932
2.0M,6.81612,6.97594,4.19598
