Flow Size,fecmp,letflow,conweave
1.8K,3.20538,3.22629,2.12633
3.5K,3.07924,3.02731,2.30252
4.6K,3.08622,2.99044,2.2576
5.5K,3.05011,3.08205,2.24359
6.3K,3.04932,3.0208,2.23824
7.2K,3.05868,3.04416,2.2283
8.6K,3.08074,2.84754,2.35269
16K,2.94956,2.82492,2.43121
31K,2.86034,2.92532,2.27166
2.0M,8.56854,8.59302,6.49837
