Flow Size,fecmp,letflow,conweave
1.8K,27.8994,27.452,6.50894
3.5K,26.8636,28.4684,6.42796
4.6K,27.67,26.2727,6.36293
5.5K,26.0899,27.4758,6.48314
6.3K,26.8725,26.4811,6.4091
7.2K,26.7096,27.3584,6.68993
8.6K,25.5437,25.5434,6.64709
16K,25.5914,26.6543,6.00336
31K,23.7939,23.0281,6.16966
2.0M,50.743,47.5776,14.4785
