Flow Size,fecmp,letflow,conweave
1.8K,10.7869,10.6907,4.16049
3.5K,10.8891,10.5235,4.10729
4.6K,10.7574,10.5185,4.17044
5.5K,10.3475,10.3642,4.17028
6.3K,10.2583,10.1024,4.075
7.2K,10.6543,10.3575,4.26566
8.6K,10.3623,10.4022,4.22971
16K,9.74579,9.97545,4.29041
31K,9.39466,9.32579,4.2205
2.0M,44.7163,41.0745,12.2059
