Flow Size,fecmp,letflow,conweave
1.8K,1.65193,1.62188,1.48064
3.5K,1.7197,1.53088,1.48328
4.6K,1.68253,1.67241,1.53871
5.5K,1.66781,1.76654,1.54499
6.3K,1.76989,1.67442,1.52296
7.2K,1.73629,1.73121,1.52328
8.6K,1.72809,1.66411,1.46202
16K,1.75738,1.69876,1.59671
31K,1.85625,1.67852,1.67404
2.0M,7.04715,6.97369,5.23933
