Flow Size,fecmp,letflow,conweave
1.8K,2.71625,2.61087,2.17495
3.5K,2.934,2.95551,2.1684
4.6K,2.77409,2.7844,2.13198
5.5K,2.74852,2.70833,2.18142
6.3K,2.765,2.72381,2.12358
7.2K,2.98799,2.7078,2.17911
8.6K,2.69833,2.7567,2.26856
16K,2.60915,2.74203,2.21005
31K,2.79025,2.72147,2.30543
2.0M,8.87274,9.0306,5.68061
