Flow Size,fecmp,letflow,conweave
1.8K,18.4894,14.1938,5.54322
3.5K,18.2328,13.9235,5.56388
4.6K,17.6259,15.0539,5.51948
5.5K,18.0151,14.7716,5.50965
6.3K,17.8232,14.6243,5.66618
7.2K,17.787,14.6909,5.5799
8.6K,16.9414,14.6576,5.52124
16K,15.7163,14.1397,5.39259
31K,15.0261,12.8221,5.47805
2.0M,61.5043,58.3822,18.5318
