Flow Size,fecmp,letflow,conweave
1.8K,35.754,33.6005,12.0257
3.5K,35.9181,34.3233,11.9559
4.6K,35.219,34.0137,11.9446
5.5K,36.5533,32.9754,11.5955
6.3K,36.2048,34.2268,11.6608
7.2K,34.3336,33.856,11.5311
8.6K,33.9056,34.0417,11.204
16K,32.9481,33.0571,11.1196
31K,33.1098,29.931,10.6841
2.0M,75.9385,71.0071,25.1218
