Flow Size,fecmp,letflow,conweave
1.8K,7.32866,6.94526,3.50634
3.5K,6.96,6.71275,3.3864
4.6K,6.8627,7.07021,3.44857
5.5K,6.62847,7.19111,3.57456
6.3K,6.99412,6.83316,3.5993
7.2K,6.77803,6.82496,3.50942
8.6K,6.72462,6.72166,3.43329
16K,6.49647,6.60126,3.48163
31K,6.40312,6.13333,3.50492
2.0M,26.3442,24.729,9.6922
