Flow Size,fecmp,letflow,conweave
1.8K,16.8268,14.8934,4.84161
3.5K,16.3377,14.6503,5.24071
4.6K,16.2951,14.3176,4.72296
5.5K,16.3882,13.7317,4.93807
6.3K,16.083,14.0198,4.86986
7.2K,16.2106,13.6333,4.86962
8.6K,15.718,14.5245,4.81851
16K,15.5478,13.3752,4.85454
31K,14.2316,12.842,4.67748
2.0M,27.0735,25.472,11.0894
