Flow Size,fecmp,letflow,conweave
1.8K,6.2362,5.61577,3.4149
3.5K,6.03932,5.81466,3.44738
4.6K,5.963,5.52948,3.40668
5.5K,5.79198,5.36252,3.3754
6.3K,5.83052,5.51611,3.35586
7.2K,5.85711,5.58178,3.34437
8.6K,5.80663,5.38263,3.21303
16K,5.55684,5.38543,3.31813
31K,5.18699,5.25543,3.29797
2.0M,13.3142,13.4973,8.28636
