Flow Size,fecmp,letflow,conweave
1.8K,6.74127,6.53312,3.42185
3.5K,6.72051,6.42716,3.43574
4.6K,6.39767,6.45788,3.53159
5.5K,6.329,6.28372,3.43762
6.3K,6.3057,6.29526,3.42155
7.2K,6.59054,6.49787,3.55015
8.6K,6.30401,6.4477,3.42899
16K,6.13646,5.94367,3.42741
31K,5.90176,5.87989,3.5788
2.0M,22.1461,22.2042,9.16607
