Flow Size,fecmp,letflow,conweave
1.8K,2.10793,2.07779,1.81895
3.5K,2.06735,2.113,1.84818
4.6K,2.08472,2.1153,1.80216
5.5K,2.07152,2.09087,1.84246
6.3K,2.05677,2.08298,1.85467
7.2K,2.07603,2.08872,1.80515
8.6K,2.0792,2.07667,1.79971
16K,2.11469,2.1343,1.88376
31K,2.12654,2.13945,1.90247
2.0M,6.41237,6.45477,4.05525
