Flow Size,fecmp,letflow,conweave
1.8K,10.1691,10.363,4.01162
3.5K,10.3681,10.0836,4.07354
4.6K,10.235,10.207,4.05928
5.5K,10.2699,10.039,4.08933
6.3K,10.1537,10.1949,4.1639
7.2K,10.3317,10.0426,4.12482
8.6K,10.0918,9.8999,4.09899
16K,9.74963,9.63877,4.18963
31K,8.76803,8.85708,4.17626
2.0M,42.9502,41.767,12.5966
