Flow Size,fecmp,letflow,conweave
1.8K,30.8102,29.1465,6.55579
3.5K,30.8108,27.7646,6.4507
4.6K,30.0791,28.478,6.54193
5.5K,30.1255,27.929,6.32578
6.3K,30.5259,28.1765,6.5419
7.2K,28.8585,27.6898,6.50084
8.6K,29.2992,27.3374,6.31198
16K,28.7008,26.6005,6.12891
31K,25.9573,24.1723,5.96826
2.0M,47.0653,50.6213,14.5651
