Flow Size,fecmp,letflow,conweave
1.8K,37.488,25.5382,22.0543
3.5K,36.9883,25.0641,21.7882
4.6K,37.4471,29.5313,21.8863
5.5K,36.9132,29.5039,22.2105
6.3K,38.1182,29.5391,21.9442
7.2K,37.1148,29.1686,21.3429
8.6K,37.1158,29.3721,22.1359
16K,35.8534,27.8811,21.0588
31K,33.4146,25.6621,19.7413
2.0M,107.792,104.278,84.3083
