Flow Size,fecmp,letflow,conweave
1.8K,37.3366,36.7388,32.0038
3.5K,37.0204,37.8759,33.0938
4.6K,36.5873,38.6216,32.0064
5.5K,35.5285,37.1218,31.4253
6.3K,36.1409,37.6991,32.8631
7.2K,37.4865,36.9007,31.3249
8.6K,37.1771,36.9115,32.335
16K,37.5094,37.0672,32.0813
31K,53.7473,53.189,33.7874
2.0M,134.784,139.208,131.792
