Flow Size,fecmp,letflow,conweave
1.8K,35.8811,42.8247,26.2807
3.5K,35.9701,42.4693,26.2856
4.6K,36.1453,41.7504,25.1853
5.5K,35.7282,41.6721,25.1653
6.3K,35.0475,41.2891,25.3424
7.2K,34.9004,41.5023,25.0784
8.6K,35.4609,41.41,25.8152
16K,33.6567,40.5887,24.1457
31K,33.0236,43.812,23.4261
2.0M,98.1938,96.4307,62.1617
