Flow Size,fecmp,letflow,conweave
1.8K,23.8582,17.1129,11.4321
3.5K,23.9782,16.8421,11.3647
4.6K,22.9505,18.3109,10.983
5.5K,22.7682,18.992,10.9849
6.3K,23.4432,19.0095,10.944
7.2K,22.5469,18.3785,11.0299
8.6K,23.2323,18.7599,10.9193
16K,22.1014,17.382,10.2837
31K,20.1123,16.4505,10.1579
2.0M,73.8004,68.6901,36.0947
