Flow Size,fecmp,letflow,conweave
1.8K,39.9646,39.5036,34.3321
3.5K,39.813,40.0175,34.4086
4.6K,40.5293,38.7397,32.8836
5.5K,40.0577,41.1505,33.3755
6.3K,39.9265,40.1156,33.8987
7.2K,38.955,39.8948,33.9536
8.6K,37.7382,39.3361,33.4562
16K,38.7568,40.288,32.4255
31K,43.126,40.5201,31.1333
2.0M,112.12,112.102,89.662
