Flow Size,fecmp,letflow,conweave
1.8K,2.63029,2.74781,2.12297
3.5K,2.7138,2.77401,2.132
4.6K,2.80969,2.82987,2.13283
5.5K,2.60862,2.70434,2.14885
6.3K,2.80993,2.79076,2.15862
7.2K,2.74543,2.70733,2.21985
8.6K,2.67258,2.64527,2.19735
16K,2.76223,2.62481,2.21455
31K,2.70543,2.74986,2.28779
2.0M,8.85188,8.60976,5.26168
