Flow Size,fecmp,letflow,conweave
1.8K,3.95113,4.13597,2.68888
3.5K,4.25693,4.12697,2.87407
4.6K,4.1626,4.12333,2.72872
5.5K,4.01005,4.00798,2.82746
6.3K,4.11269,3.93361,2.79301
7.2K,4.07487,3.99214,2.79042
8.6K,3.91284,3.92755,2.73916
16K,3.88793,3.8631,2.73633
31K,3.7503,3.86926,2.75842
2.0M,10.1134,10.4501,7.41066
