Flow Size,fecmp,letflow,conweave
1.8K,5.72759,5.6635,3.35029
3.5K,5.43672,5.72889,3.33917
4.6K,5.63469,5.59318,3.3331
5.5K,5.44663,5.52737,3.23992
6.3K,5.96698,5.71052,3.49399
7.2K,5.79321,5.60809,3.20056
8.6K,5.6524,5.91789,3.30697
16K,5.5986,5.48825,3.46655
31K,5.10924,5.23158,3.33222
2.0M,13.2768,13.3987,8.10051
